0,0
31,31
10,21
21,10
4,9
9,18
18,4
13,27
27,22
22,13
2,4
4,8
8,17
17,2
2,5
5,10
10,20
20,8
20,9
6,12
12,25
25,18
18,5
25,19
19,6
8,16
16,0
0,1
1,2
16,1
1,3
3,6
9,19
19,7
7,14
14,28
11,22
22,12
12,24
24,16
24,17
11,23
23,14
14,29
29,27
15,30
30,29
29,26
26,20
26,21
15,31
31,30
30,28
28,24
28,25
3,7
5,11
6,13
7,15
13,26
17,3
21,11
23,15
27,23
